Open,High,Low,Volume,Close
0.136931,0.137207,0.132367,558650245.4,0.135429
0.135429,0.140585,0.135429,571939474.7,0.138422
0.138422,0.139033,0.133889,263529276,0.135429
0.135429,0.136349,0.132121,378039220.2,0.135429
0.135429,0.137207,0.133286,248091553.1,0.133889
0.133889,0.133889,0.128712,291062595.4,0.133028
0.133028,0.139993,0.131804,410585776.4,0.139033
0.139033,0.140852,0.13448,261115499.4,0.138164
0.138164,0.139645,0.136931,165597727.5,0.139033
0.139033,0.139033,0.136931,100239272.4,0.138422
0.138422,0.140852,0.138164,245279827.6,0.139993
0.139993,0.139993,0.137207,120106747.6,0.139033
0.139033,0.139993,0.137207,150902668.9,0.139033
0.139033,0.140585,0.138164,235942964.2,0.139645
0.139645,0.143214,0.139645,385917232.6,0.142284
0.142284,0.146018,0.142065,356023163.4,0.14568
0.14568,0.147183,0.144773,175120367.6,0.146018
0.146018,0.146018,0.140852,210027723.2,0.142065
0.142065,0.142284,0.134778,292521484.9,0.135429
0.135429,0.135429,0.132121,292362335.6,0.135429
0.135429,0.136349,0.133286,221274408.3,0.135755
0.135755,0.136931,0.135429,152865528.5,0.135429
0.135429,0.136931,0.132367,169337804.8,0.136931
0.136931,0.138422,0.133889,205571427.7,0.134778
0.134778,0.135429,0.127842,262945721.6,0.128712
0.128712,0.13058,0.122097,508782623.1,0.128712
0.128712,0.13448,0.127271,408118928.4,0.131804
0.131804,0.135755,0.131804,191009010.5,0.135429
0.135429,0.136349,0.130313,137746134.7,0.13058
0.13058,0.132121,0.129383,168144147.7,0.130906
0.131804,0.135429,0.131804,156287308.1,0.134778
0.134778,0.136931,0.133286,138462260.8,0.136349
0.136349,0.138164,0.133286,59443335.83,0.134778
0.134778,0.136349,0.13448,83793573.84,0.134778
0.134778,0.135755,0.13058,103873233.3,0.133028
0.133028,0.136349,0.133028,171512857.9,0.135755
0.135755,0.142065,0.133889,214536968.6,0.141423
0.141423,0.142065,0.133028,215306187.3,0.133889
0.132367,0.132367,0.128121,324086649.2,0.128712
0.128712,0.13058,0.127842,432363109.7,0.130313
0.13058,0.133028,0.130313,246977527.8,0.133028
0.133028,0.142065,0.132367,265253430.3,0.139645
0.139645,0.140585,0.136349,281168637.8,0.136349
0.131804,0.131804,0.128712,352787089.6,0.130906
0.133286,0.133889,0.123005,639260789.5,0.125818
0.125818,0.126986,0.120673,297083854.4,0.121226
0.121226,0.122097,0.117591,366049709.8,0.119439
0.124298,0.126986,0.123005,270558519.8,0.125818
0.125818,0.130313,0.124881,283821172.4,0.130313
0.130313,0.130313,0.128121,212547587.9,0.128121
0.128712,0.129383,0.124298,171194572.4,0.124575
0.124575,0.127842,0.124298,257508008.9,0.127842
0.127271,0.127842,0.121226,291778837.9,0.12182
0.121226,0.121226,0.115527,705574150.9,0.117591
0.117591,0.118263,0.112792,302388918.5,0.114627
0.114627,0.118263,0.114627,334219343.5,0.117591
0.117019,0.119439,0.117019,177719802.5,0.117919
0.117919,0.118263,0.114896,154138798.4,0.118263
0.118847,0.12182,0.118263,139602847.6,0.120673
0.120673,0.120673,0.116705,219311519.3,0.117019
0.117019,0.122659,0.117019,205332693,0.119439
0.12002,0.12182,0.118847,130425128.4,0.118847
0.12002,0.125818,0.119439,217216058.6,0.125818
0.125524,0.129383,0.125524,289126229.4,0.128712
0.128712,0.136349,0.128712,538464476.6,0.135429
0.135429,0.139033,0.135429,273211020.9,0.135429
0.135755,0.137207,0.133889,162441238,0.13448
0.13448,0.134778,0.131804,174483697.3,0.133028
0.132121,0.133286,0.130313,163157447.1,0.133028
0.132367,0.137207,0.132367,202865843,0.136349
0.135755,0.136931,0.13448,230505243.4,0.13448
